order_id,order_date,year,month,quarter,month_name,customer_id,product_id,category,channel,size,quantity,mrp,discount_pct,selling_price,revenue_inr,cogs_inr,gross_profit_inr,gross_margin_pct,order_status,is_returned,payment_method,city
ORD-00015,2024-02-18,2024,2,Q1,Feb,CUST-0192,TSS-0136,Original Art,D2C Website,L,1,899,10.9,801.0,801.0,363.0,438.0,54.7,Delivered,False,Credit Card,Ahmedabad
ORD-00016,2024-02-18,2024,2,Q1,Feb,CUST-0192,TSS-0001,Marvel,D2C Website,M,2,999,7.5,924.0,1848.0,690.0,1158.0,62.7,Delivered,False,Wallet,Ahmedabad
ORD-00017,2024-02-18,2024,2,Q1,Feb,CUST-0192,TSS-0083,Music,D2C Website,S,1,999,10.9,890.0,890.0,301.0,589.0,66.2,Delivered,False,Credit Card,Ahmedabad
ORD-00018,2024-01-06,2024,1,Q1,Jan,CUST-0244,TSS-0109,Sports,Amazon,XL,3,699,12.7,610.0,1830.0,726.0,1104.0,60.3,Delivered,False,Wallet,Delhi
ORD-00019,2023-10-22,2023,10,Q4,Oct,CUST-0160,TSS-0113,Sports,D2C Website,M,1,1199,17.1,993.0,993.0,427.0,566.0,57.0,Returned,True,COD,Chennai
ORD-00020,2023-10-22,2023,10,Q4,Oct,CUST-0160,TSS-0133,Basics,D2C Website,L,1,699,15.4,592.0,592.0,224.0,368.0,62.2,Delivered,False,UPI,Chennai
ORD-00021,2024-03-03,2024,3,Q1,Mar,CUST-0017,TSS-0072,Harry Potter,Amazon,XXL,1,699,10.4,627.0,627.0,215.0,412.0,65.7,Cancelled,False,Credit Card,Chennai
ORD-00022,2024-12-07,2024,12,Q4,Dec,CUST-0243,TSS-0111,Sports,Flipkart,XL,2,1399,19.8,1122.0,2244.0,892.0,1352.0,60.2,Returned,True,Wallet,Delhi
ORD-00023,2022-12-24,2022,12,Q4,Dec,CUST-0051,TSS-0028,DC,Amazon,S,1,999,13.3,867.0,867.0,336.0,531.0,61.2,Delivered,False,Net Banking,Chandigarh
ORD-00024,2024-01-03,2024,1,Q1,Jan,CUST-0128,TSS-0141,Original Art,D2C Website,M,1,1399,7.8,1290.0,1290.0,461.0,829.0,64.3,Delivered,False,UPI,Jaipur
ORD-00025,2022-05-16,2022,5,Q2,May,CUST-0122,TSS-0103,Movies & TV,Amazon,XL,1,999,12.2,877.0,877.0,359.0,518.0,59.1,Returned,True,Net Banking,Chennai
ORD-00026,2024-05-26,2024,5,Q2,May,CUST-0136,TSS-0109,Sports,Amazon,L,2,699,10.6,625.0,1250.0,484.0,766.0,61.3,Cancelled,False,Credit Card,Bhopal
ORD-00027,2023-11-02,2023,11,Q4,Nov,CUST-0098,TSS-0139,Original Art,D2C Website,S,1,699,17.7,575.0,575.0,223.0,352.0,61.2,Delivered,False,UPI,Mumbai
ORD-00028,2023-11-02,2023,11,Q4,Nov,CUST-0098,TSS-0016,DC,D2C Website,XXL,1,899,19.4,725.0,725.0,358.0,367.0,50.6,Delivered,False,Net Banking,Mumbai
ORD-00029,2024-03-19,2024,3,Q1,Mar,CUST-0062,TSS-0011,Marvel,Flipkart,XS,1,899,14.0,774.0,774.0,359.0,415.0,53.6,Delivered,False,Debit Card,Bhopal
ORD-00030,2024-10-11,2024,10,Q4,Oct,CUST-0105,TSS-0102,Movies & TV,Myntra,L,1,599,23.1,461.0,461.0,184.0,277.0,60.1,Delivered,False,UPI,Mumbai
ORD-00031,2024-02-19,2024,2,Q1,Feb,CUST-0235,TSS-0019,DC,Flipkart,M,1,899,13.0,782.0,782.0,302.0,480.0,61.4,Delivered,False,Credit Card,Bengaluru
ORD-00032,2024-02-19,2024,2,Q1,Feb,CUST-0235,TSS-0138,Original Art,Flipkart,S,1,899,12.0,792.0,792.0,290.0,502.0,63.4,Delivered,False,COD,Bengaluru
ORD-00033,2024-02-19,2024,2,Q1,Feb,CUST-0235,TSS-0055,Anime,Flipkart,XL,2,1199,16.9,997.0,1994.0,896.0,1098.0,55.1,Delivered,False,Wallet,Bengaluru
ORD-00034,2024-05-05,2024,5,Q2,May,CUST-0054,TSS-0028,DC,Flipkart,S,1,999,14.9,850.0,850.0,336.0,514.0,60.5,Delivered,False,Wallet,Noida
ORD-00035,2022-05-21,2022,5,Q2,May,CUST-0176,TSS-0130,Basics,D2C Website,L,2,1099,9.0,1000.0,2000.0,862.0,1138.0,56.9,Returned,True,Wallet,Pune
ORD-00036,2022-05-21,2022,5,Q2,May,CUST-0176,TSS-0126,Basics,D2C Website,L,1,999,10.4,895.0,895.0,384.0,511.0,57.1,Returned,True,Credit Card,Pune
ORD-00037,2022-07-15,2022,7,Q3,Jul,CUST-0135,TSS-0110,Sports,Myntra,S,1,1399,12.1,1230.0,1230.0,513.0,717.0,58.3,Delivered,False,COD,Chennai
ORD-00038,2022-07-15,2022,7,Q3,Jul,CUST-0135,TSS-0144,Original Art,Myntra,L,1,699,12.3,613.0,613.0,233.0,380.0,62.0,Cancelled,False,Credit Card,Chennai
ORD-00039,2023-08-26,2023,8,Q3,Aug,CUST-0022,TSS-0011,Marvel,Flipkart,XL,1,899,14.5,769.0,769.0,359.0,410.0,53.3,Cancelled,False,COD,Bengaluru
ORD-00040,2023-08-26,2023,8,Q3,Aug,CUST-0022,TSS-0092,Movies & TV,Flipkart,L,3,799,15.0,679.0,2037.0,918.0,1119.0,54.9,Delivered,False,Credit Card,Bengaluru
ORD-00041,2023-08-26,2023,8,Q3,Aug,CUST-0022,TSS-0054,Anime,Flipkart,L,1,1099,16.1,923.0,923.0,396.0,527.0,57.1,Delivered,False,Net Banking,Bengaluru
ORD-00042,2023-01-26,2023,1,Q1,Jan,CUST-0128,TSS-0098,Movies & TV,Amazon,S,1,1199,11.9,1057.0,1057.0,380.0,677.0,64.0,Cancelled,False,Debit Card,Jaipur
ORD-00043,2023-01-26,2023,1,Q1,Jan,CUST-0128,TSS-0010,Marvel,Amazon,XS,2,999,7.4,925.0,1850.0,816.0,1034.0,55.9,Delivered,False,Wallet,Jaipur
ORD-00044,2023-05-09,2023,5,Q2,May,CUST-0099,TSS-0072,Harry Potter,Flipkart,L,1,699,14.1,600.0,600.0,215.0,385.0,64.2,Delivered,False,UPI,Mumbai
ORD-00045,2023-05-09,2023,5,Q2,May,CUST-0099,TSS-0090,Music,Flipkart,XL,3,1399,9.9,1260.0,3780.0,1266.0,2514.0,66.5,Delivered,False,UPI,Mumbai
ORD-00046,2023-07-12,2023,7,Q3,Jul,CUST-0056,TSS-0081,Music,D2C Website,L,1,1599,11.8,1410.0,1410.0,578.0,832.0,59.0,Delivered,False,Debit Card,Surat
ORD-00047,2023-07-12,2023,7,Q3,Jul,CUST-0056,TSS-0112,Sports,D2C Website,M,1,1099,7.4,1018.0,1018.0,383.0,635.0,62.4,Delivered,False,Debit Card,Surat
ORD-00048,2022-05-22,2022,5,Q2,May,CUST-0221,TSS-0081,Music,D2C Website,S,1,1599,11.1,1422.0,1422.0,578.0,844.0,59.4,Delivered,False,COD,Bengaluru
ORD-00049,2022-05-22,2022,5,Q2,May,CUST-0221,TSS-0032,Friends,D2C Website,XL,1,899,8.0,827.0,827.0,341.0,486.0,58.8,Delivered,False,COD,Bengaluru
ORD-00050,2022-05-22,2022,5,Q2,May,CUST-0221,TSS-0077,Music,D2C Website,XL,1,599,11.6,530.0,530.0,199.0,331.0,62.5,Delivered,False,Debit Card,Bengaluru
ORD-00051,2023-11-19,2023,11,Q4,Nov,CUST-0108,TSS-0083,Music,Flipkart,XL,1,999,22.5,774.0,774.0,301.0,473.0,61.1,Delivered,False,Wallet,Noida
ORD-00052,2023-11-19,2023,11,Q4,Nov,CUST-0108,TSS-0120,Sports,Flipkart,S,1,1599,18.7,1300.0,1300.0,533.0,767.0,59.0,Delivered,False,Wallet,Noida
ORD-00053,2022-08-07,2022,8,Q3,Aug,CUST-0159,TSS-0012,Marvel,Myntra,XL,1,699,14.0,601.0,601.0,261.0,340.0,56.6,Delivered,False,Net Banking,Chennai
ORD-00054,2024-05-19,2024,5,Q2,May,CUST-0213,TSS-0099,Movies & TV,Myntra,S,1,1199,16.0,1008.0,1008.0,467.0,541.0,53.7,Delivered,False,UPI,Chennai
ORD-00055,2022-07-26,2022,7,Q3,Jul,CUST-0218,TSS-0133,Basics,D2C Website,XL,2,699,11.5,619.0,1238.0,448.0,790.0,63.8,Delivered,False,Net Banking,Chennai
ORD-00056,2022-07-26,2022,7,Q3,Jul,CUST-0218,TSS-0119,Sports,D2C Website,XL,3,899,12.3,788.0,2364.0,951.0,1413.0,59.8,Cancelled,False,COD,Chennai
ORD-00057,2022-07-26,2022,7,Q3,Jul,CUST-0218,TSS-0013,Marvel,D2C Website,XS,2,799,13.5,691.0,1382.0,670.0,712.0,51.5,Cancelled,False,Credit Card,Chennai
ORD-00058,2023-07-25,2023,7,Q3,Jul,CUST-0244,TSS-0071,Harry Potter,Amazon,M,1,699,11.1,621.0,621.0,260.0,361.0,58.1,Delivered,False,Net Banking,Delhi
ORD-00059,2024-05-08,2024,5,Q2,May,CUST-0040,TSS-0082,Music,D2C Website,XXL,1,1099,14.1,944.0,944.0,403.0,541.0,57.3,Cancelled,False,Wallet,Delhi
ORD-00060,2024-08-03,2024,8,Q3,Aug,CUST-0079,TSS-0085,Music,D2C Website,L,1,499,11.3,442.0,442.0,193.0,249.0,56.3,Cancelled,False,Net Banking,Delhi
ORD-00061,2024-12-01,2024,12,Q4,Dec,CUST-0300,TSS-0148,Original Art,Amazon,XXL,1,699,20.9,553.0,553.0,215.0,338.0,61.1,Cancelled,False,COD,Bhopal
ORD-00062,2024-12-01,2024,12,Q4,Dec,CUST-0300,TSS-0098,Movies & TV,Amazon,M,1,1199,19.6,964.0,964.0,380.0,584.0,60.6,Delivered,False,Debit Card,Bhopal
ORD-00063,2023-05-13,2023,5,Q2,May,CUST-0224,TSS-0104,Movies & TV,Amazon,M,2,999,10.8,891.0,1782.0,644.0,1138.0,63.9,Delivered,False,Net Banking,Bengaluru
ORD-00064,2024-09-03,2024,9,Q3,Sep,CUST-0289,TSS-0035,Friends,D2C Website,L,1,699,8.5,640.0,640.0,238.0,402.0,62.8,Cancelled,False,Debit Card,Hyderabad
ORD-00065,2024-09-03,2024,9,Q3,Sep,CUST-0289,TSS-0119,Sports,D2C Website,S,2,899,9.7,812.0,1624.0,634.0,990.0,61.0,Cancelled,False,Debit Card,Hyderabad
ORD-00066,2023-12-24,2023,12,Q4,Dec,CUST-0042,TSS-0090,Music,D2C Website,M,3,1399,14.1,1201.0,3603.0,1266.0,2337.0,64.9,Returned,True,UPI,Mumbai
ORD-00067,2022-07-01,2022,7,Q3,Jul,CUST-0127,TSS-0062,Harry Potter,D2C Website,XXL,1,899,10.8,802.0,802.0,276.0,526.0,65.6,Cancelled,False,Wallet,Kochi
ORD-00068,2022-07-01,2022,7,Q3,Jul,CUST-0127,TSS-0033,Friends,D2C Website,M,1,899,9.0,818.0,818.0,356.0,462.0,56.5,Delivered,False,Credit Card,Kochi
ORD-00069,2022-10-01,2022,10,Q4,Oct,CUST-0160,TSS-0148,Original Art,Flipkart,M,1,699,22.2,544.0,544.0,215.0,329.0,60.5,Delivered,False,UPI,Chennai
ORD-00070,2022-10-01,2022,10,Q4,Oct,CUST-0160,TSS-0097,Movies & TV,Flipkart,L,1,1199,21.3,944.0,944.0,418.0,526.0,55.7,Delivered,False,Debit Card,Chennai
ORD-00071,2022-10-01,2022,10,Q4,Oct,CUST-0160,TSS-0102,Movies & TV,Flipkart,M,1,599,23.0,461.0,461.0,184.0,277.0,60.1,Delivered,False,Net Banking,Chennai
ORD-00072,2022-09-12,2022,9,Q3,Sep,CUST-0251,TSS-0118,Sports,Flipkart,L,2,799,12.5,699.0,1398.0,490.0,908.0,64.9,Delivered,False,COD,Mumbai
ORD-00073,2022-09-12,2022,9,Q3,Sep,CUST-0251,TSS-0040,Friends,Flipkart,S,1,1199,15.5,1014.0,1014.0,485.0,529.0,52.2,Cancelled,False,Wallet,Mumbai
ORD-00074,2023-05-08,2023,5,Q2,May,CUST-0138,TSS-0023,DC,Myntra,S,1,1299,19.1,1052.0,1052.0,442.0,610.0,58.0,Cancelled,False,Debit Card,Nagpur
ORD-00075,2023-05-08,2023,5,Q2,May,CUST-0138,TSS-0072,Harry Potter,Myntra,S,2,699,12.2,614.0,1228.0,430.0,798.0,65.0,Delivered,False,Debit Card,Nagpur
ORD-00076,2023-10-20,2023,10,Q4,Oct,CUST-0133,TSS-0071,Harry Potter,Amazon,XS,1,699,17.7,576.0,576.0,260.0,316.0,54.9,Cancelled,False,COD,Lucknow
ORD-00077,2023-10-20,2023,10,Q4,Oct,CUST-0133,TSS-0143,Original Art,Amazon,L,1,1099,20.8,870.0,870.0,461.0,409.0,47.0,Delivered,False,UPI,Lucknow
ORD-00078,2022-09-23,2022,9,Q3,Sep,CUST-0151,TSS-0149,Original Art,D2C Website,S,1,799,10.0,719.0,719.0,282.0,437.0,60.8,Delivered,False,Debit Card,Gurgaon
ORD-00079,2023-06-09,2023,6,Q2,Jun,CUST-0233,TSS-0050,Anime,Flipkart,XXL,2,1499,11.5,1326.0,2652.0,1202.0,1450.0,54.7,Delivered,False,Credit Card,Bengaluru
ORD-00080,2024-06-09,2024,6,Q2,Jun,CUST-0111,TSS-0135,Basics,D2C Website,S,2,799,14.8,680.0,1360.0,608.0,752.0,55.3,Delivered,False,Credit Card,Bengaluru
ORD-00081,2024-06-09,2024,6,Q2,Jun,CUST-0111,TSS-0073,Harry Potter,D2C Website,XL,2,699,9.4,633.0,1266.0,428.0,838.0,66.2,Delivered,False,UPI,Bengaluru
ORD-00082,2023-04-05,2023,4,Q2,Apr,CUST-0284,TSS-0126,Basics,Myntra,L,1,999,19.0,809.0,809.0,384.0,425.0,52.5,Cancelled,False,Debit Card,Kolkata
ORD-00083,2023-04-05,2023,4,Q2,Apr,CUST-0284,TSS-0027,DC,Myntra,XL,1,699,13.5,605.0,605.0,272.0,333.0,55.0,Cancelled,False,UPI,Kolkata
ORD-00084,2023-08-03,2023,8,Q3,Aug,CUST-0034,TSS-0014,Marvel,Amazon,M,1,799,6.2,750.0,750.0,321.0,429.0,57.2,Delivered,False,UPI,Mumbai
ORD-00085,2023-08-03,2023,8,Q3,Aug,CUST-0034,TSS-0039,Friends,Amazon,S,1,1099,9.5,995.0,995.0,402.0,593.0,59.6,Delivered,False,COD,Mumbai
ORD-00086,2023-12-15,2023,12,Q4,Dec,CUST-0195,TSS-0110,Sports,Myntra,L,1,1399,24.1,1062.0,1062.0,513.0,549.0,51.7,Delivered,False,Wallet,Pune
ORD-00087,2023-06-03,2023,6,Q2,Jun,CUST-0109,TSS-0045,Friends,D2C Website,L,1,699,11.4,619.0,619.0,235.0,384.0,62.0,Cancelled,False,Debit Card,Nagpur
ORD-00088,2022-11-23,2022,11,Q4,Nov,CUST-0017,TSS-0117,Sports,Myntra,XL,1,899,19.4,725.0,725.0,287.0,438.0,60.4,Delivered,False,Net Banking,Chennai
ORD-00089,2023-02-21,2023,2,Q1,Feb,CUST-0059,TSS-0069,Harry Potter,Flipkart,S,1,1199,15.6,1012.0,1012.0,435.0,577.0,57.0,Delivered,False,COD,Ahmedabad
ORD-00090,2024-09-15,2024,9,Q3,Sep,CUST-0292,TSS-0078,Music,Myntra,XS,3,699,17.6,576.0,1728.0,816.0,912.0,52.8,Cancelled,False,Net Banking,Hyderabad
ORD-00091,2023-10-14,2023,10,Q4,Oct,CUST-0042,TSS-0065,Harry Potter,D2C Website,XS,2,1399,20.3,1115.0,2230.0,986.0,1244.0,55.8,Delivered,False,Wallet,Mumbai
ORD-00092,2023-10-14,2023,10,Q4,Oct,CUST-0042,TSS-0007,Marvel,D2C Website,S,2,999,22.4,776.0,1552.0,686.0,866.0,55.8,Cancelled,False,Debit Card,Mumbai
ORD-00093,2024-10-14,2024,10,Q4,Oct,CUST-0093,TSS-0126,Basics,Amazon,L,1,999,16.6,834.0,834.0,384.0,450.0,54.0,Delivered,False,Debit Card,Kochi
ORD-00094,2024-10-14,2024,10,Q4,Oct,CUST-0093,TSS-0024,DC,Amazon,M,1,999,16.8,831.0,831.0,394.0,437.0,52.6,Delivered,False,Net Banking,Kochi
ORD-00095,2023-04-11,2023,4,Q2,Apr,CUST-0046,TSS-0104,Movies & TV,Flipkart,M,2,999,15.9,840.0,1680.0,644.0,1036.0,61.7,Returned,True,COD,Bengaluru
ORD-00096,2023-09-07,2023,9,Q3,Sep,CUST-0237,TSS-0128,Basics,Flipkart,XL,2,1599,14.0,1375.0,2750.0,1142.0,1608.0,58.5,Delivered,False,Debit Card,Delhi
ORD-00097,2024-08-16,2024,8,Q3,Aug,CUST-0225,TSS-0062,Harry Potter,Flipkart,S,1,899,14.7,767.0,767.0,276.0,491.0,64.0,Returned,True,Net Banking,Mumbai
ORD-00098,2022-04-27,2022,4,Q2,Apr,CUST-0048,TSS-0119,Sports,Amazon,M,2,899,9.0,818.0,1636.0,634.0,1002.0,61.2,Delivered,False,Net Banking,Delhi
ORD-00099,2022-04-27,2022,4,Q2,Apr,CUST-0048,TSS-0031,Friends,Amazon,XXL,3,799,11.7,706.0,2118.0,792.0,1326.0,62.6,Delivered,False,Net Banking,Delhi
ORD-00100,2022-04-27,2022,4,Q2,Apr,CUST-0048,TSS-0040,Friends,Amazon,M,1,1199,6.5,1121.0,1121.0,485.0,636.0,56.7,Delivered,False,UPI,Delhi
ORD-00101,2024-09-28,2024,9,Q3,Sep,CUST-0142,TSS-0130,Basics,Myntra,XL,1,1099,14.1,944.0,944.0,431.0,513.0,54.3,Cancelled,False,Credit Card,Pune
ORD-00102,2023-09-12,2023,9,Q3,Sep,CUST-0229,TSS-0140,Original Art,Amazon,L,3,1499,8.0,1379.0,4137.0,1503.0,2634.0,63.7,Delivered,False,COD,Indore
ORD-00103,2022-10-25,2022,10,Q4,Oct,CUST-0197,TSS-0082,Music,D2C Website,M,2,1099,22.9,848.0,1696.0,806.0,890.0,52.5,Delivered,False,Net Banking,Mumbai
ORD-00104,2022-09-19,2022,9,Q3,Sep,CUST-0019,TSS-0026,DC,D2C Website,S,1,899,14.0,773.0,773.0,370.0,403.0,52.1,Cancelled,False,UPI,Kolkata
ORD-00105,2023-12-21,2023,12,Q4,Dec,CUST-0074,TSS-0020,DC,Nykaa Fashion,XL,1,1399,19.9,1120.0,1120.0,504.0,616.0,55.0,Cancelled,False,Debit Card,Lucknow
ORD-00106,2023-12-21,2023,12,Q4,Dec,CUST-0074,TSS-0121,Basics,Nykaa Fashion,M,1,699,23.5,535.0,535.0,290.0,245.0,45.8,Delivered,False,Credit Card,Lucknow
ORD-00107,2023-12-21,2023,12,Q4,Dec,CUST-0074,TSS-0068,Harry Potter,Nykaa Fashion,XS,3,999,23.8,761.0,2283.0,996.0,1287.0,56.4,Cancelled,False,UPI,Lucknow
ORD-00108,2023-07-23,2023,7,Q3,Jul,CUST-0052,TSS-0008,Marvel,Nykaa Fashion,XXL,2,1099,7.4,1018.0,2036.0,670.0,1366.0,67.1,Delivered,False,Net Banking,Pune
ORD-00109,2022-11-14,2022,11,Q4,Nov,CUST-0075,TSS-0047,Anime,Offline (Studio Store),M,1,899,13.1,781.0,781.0,361.0,420.0,53.8,Cancelled,False,COD,Mumbai
ORD-00110,2022-11-14,2022,11,Q4,Nov,CUST-0075,TSS-0044,Friends,Offline (Studio Store),M,1,799,11.7,706.0,706.0,314.0,392.0,55.5,Delivered,False,Net Banking,Mumbai
ORD-00111,2024-05-06,2024,5,Q2,May,CUST-0148,TSS-0089,Music,Myntra,S,1,999,19.9,800.0,800.0,386.0,414.0,51.7,Delivered,False,Net Banking,Patna
ORD-00112,2022-12-13,2022,12,Q4,Dec,CUST-0155,TSS-0028,DC,Amazon,L,1,999,15.5,844.0,844.0,336.0,508.0,60.2,Delivered,False,Wallet,Noida
ORD-00113,2022-12-13,2022,12,Q4,Dec,CUST-0155,TSS-0061,Harry Potter,Amazon,L,2,799,12.8,696.0,1392.0,502.0,890.0,63.9,Delivered,False,COD,Noida
ORD-00114,2024-09-10,2024,9,Q3,Sep,CUST-0255,TSS-0059,Anime,D2C Website,XXL,1,599,8.8,547.0,547.0,211.0,336.0,61.4,Delivered,False,Wallet,Delhi
ORD-00115,2024-09-10,2024,9,Q3,Sep,CUST-0255,TSS-0091,Movies & TV,D2C Website,S,1,599,7.8,552.0,552.0,218.0,334.0,60.5,Returned,True,Net Banking,Delhi
ORD-00116,2023-11-24,2023,11,Q4,Nov,CUST-0018,TSS-0076,Music,Amazon,L,1,899,15.6,759.0,759.0,281.0,478.0,63.0,Delivered,False,COD,Gurgaon
ORD-00117,2024-10-27,2024,10,Q4,Oct,CUST-0257,TSS-0124,Basics,Flipkart,M,2,799,23.1,614.0,1228.0,648.0,580.0,47.2,Cancelled,False,UPI,Bengaluru
ORD-00118,2024-11-08,2024,11,Q4,Nov,CUST-0073,TSS-0102,Movies & TV,D2C Website,XL,1,599,20.9,474.0,474.0,184.0,290.0,61.2,Cancelled,False,Debit Card,Bengaluru
ORD-00119,2024-11-08,2024,11,Q4,Nov,CUST-0073,TSS-0143,Original Art,D2C Website,XL,1,1099,22.1,856.0,856.0,461.0,395.0,46.1,Delivered,False,UPI,Bengaluru
ORD-00120,2023-08-20,2023,8,Q3,Aug,CUST-0120,TSS-0144,Original Art,Nykaa Fashion,L,1,699,12.2,614.0,614.0,233.0,381.0,62.1,Delivered,False,Wallet,Kolkata
ORD-00121,2023-08-20,2023,8,Q3,Aug,CUST-0120,TSS-0084,Music,Nykaa Fashion,XL,1,499,10.3,448.0,448.0,202.0,246.0,54.9,Delivered,False,Net Banking,Kolkata
ORD-00122,2023-08-20,2023,8,Q3,Aug,CUST-0120,TSS-0057,Anime,Nykaa Fashion,L,1,799,7.9,736.0,736.0,290.0,446.0,60.6,Cancelled,False,Net Banking,Kolkata
ORD-00123,2024-11-24,2024,11,Q4,Nov,CUST-0190,TSS-0139,Original Art,Flipkart,XL,2,699,23.9,532.0,1064.0,446.0,618.0,58.1,Cancelled,False,COD,Hyderabad
ORD-00124,2024-11-24,2024,11,Q4,Nov,CUST-0190,TSS-0108,Sports,Flipkart,M,1,799,24.5,603.0,603.0,304.0,299.0,49.6,Cancelled,False,Net Banking,Hyderabad
ORD-00125,2024-02-04,2024,2,Q1,Feb,CUST-0121,TSS-0095,Movies & TV,Amazon,L,1,1399,5.5,1322.0,1322.0,574.0,748.0,56.6,Cancelled,False,UPI,Hyderabad
ORD-00126,2024-02-04,2024,2,Q1,Feb,CUST-0121,TSS-0140,Original Art,Amazon,XS,1,1499,10.3,1345.0,1345.0,501.0,844.0,62.8,Delivered,False,UPI,Hyderabad
ORD-00127,2024-02-04,2024,2,Q1,Feb,CUST-0121,TSS-0092,Movies & TV,Amazon,M,1,799,11.3,709.0,709.0,306.0,403.0,56.8,Delivered,False,UPI,Hyderabad
ORD-00128,2022-05-07,2022,5,Q2,May,CUST-0284,TSS-0060,Anime,Amazon,L,2,1599,11.2,1420.0,2840.0,1304.0,1536.0,54.1,Delivered,False,Credit Card,Kolkata
ORD-00129,2022-05-07,2022,5,Q2,May,CUST-0284,TSS-0085,Music,Amazon,XS,1,499,12.9,435.0,435.0,193.0,242.0,55.6,Delivered,False,Wallet,Kolkata
ORD-00130,2022-11-12,2022,11,Q4,Nov,CUST-0014,TSS-0061,Harry Potter,D2C Website,M,1,799,14.2,685.0,685.0,251.0,434.0,63.4,Delivered,False,Wallet,Pune
ORD-00131,2022-11-12,2022,11,Q4,Nov,CUST-0014,TSS-0083,Music,D2C Website,S,1,999,16.0,839.0,839.0,301.0,538.0,64.1,Cancelled,False,COD,Pune
ORD-00132,2024-10-02,2024,10,Q4,Oct,CUST-0114,TSS-0134,Basics,Amazon,M,1,899,20.9,711.0,711.0,312.0,399.0,56.1,Cancelled,False,Net Banking,Mumbai
ORD-00133,2024-10-02,2024,10,Q4,Oct,CUST-0114,TSS-0078,Music,Amazon,L,2,699,18.7,568.0,1136.0,544.0,592.0,52.1,Delivered,False,Debit Card,Mumbai
ORD-00134,2022-01-09,2022,1,Q1,Jan,CUST-0076,TSS-0150,Original Art,D2C Website,L,1,1699,12.7,1483.0,1483.0,575.0,908.0,61.2,Delivered,False,Net Banking,Delhi
ORD-00135,2022-01-09,2022,1,Q1,Jan,CUST-0076,TSS-0141,Original Art,D2C Website,L,1,1399,11.0,1244.0,1244.0,461.0,783.0,62.9,Delivered,False,Wallet,Delhi
ORD-00136,2024-10-07,2024,10,Q4,Oct,CUST-0283,TSS-0059,Anime,Flipkart,XXL,1,599,23.5,458.0,458.0,211.0,247.0,53.9,Delivered,False,Net Banking,Mumbai
